SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CCCC1,CC#N,525,615,90,0.0005,60700,4.783188691,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CCCC1,C1CCOC1,525,614,89,0.0003,60500,4.781755375,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CCCC1,C(Cl)Cl,525,611,86,0.0005,60600,4.782472624,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CCCC1,CO,526,611,85,0.0006,60800,4.783903579,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C(/N=C/N(C)C)=C2CCC1,CN(C)C=O,531,623,92,0.0147,64700,4.810904281,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C(/N=C/N(C)C)=C2CCC1,CC#N,531,623,92,0.0137,64400,4.808885867,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C(/N=C/N(C)C)=C2CCC1,C(Cl)Cl,531,623,92,0.0111,64200,4.807535028,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C(/N=C/N(C)C)=C2CCC1,CC1=CC=CC=C1,531,625,94,0.0095,64100,4.80685803,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C(/N=C/N(C)C)=C2CCC1,CO,531,620,89,0.0141,64400,4.808885867,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C=C2CCC1,CC#N,462,549,87,0.0064,42900,4.632457292,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C=C2CCC1,CO,462,552,90,0.0201,43500,4.638489257,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C=C2CCC1,C(Cl)Cl,462,548,86,0.0137,42800,4.631443769,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C=C2CCC1,CN(C)C=O,462,550,88,0.0093,43300,4.636487896,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)/C(C#N)=C/C1=C2Oc3ccccc3C=C2CCC1,CC1=CC=CC=C1,462,535,73,0.0087,43200,4.635483747,https://doi.org/10.1016/j.molstruc.2020.129191
CCOC(=O)c1c(C)ccc(C)c1C1=c2cc/c(=C3\C(c4ccccc4)=C(C)c4cccc[n+]43)cc2Oc2cc(-c3c(-c4ccccc4)c(C)c4ccccn34)ccc21,CC1=CC=CC=C1,943,1088,145,0.005,90000,4.954242509,https://doi.org/10.1021/acs.joc.2c00678
CCOC(=O)c1ccccc1C1=c2cc/c(=C3/C(c4ccccc4)=C(C)c4cccc[n+]43)cc2Oc2cc(-c3c(C)c(-c4ccccc4)c4ccccn34)ccc21,CC1=CC=CC=C1,917,1057,140,,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCOC(=O)c1ccccc1-c1c2ccc(/C=C/c3ccc(O)cc3)cc2[o+]c2cc(/C=C/c3ccc(O)cc3)ccc12,C(Cl)(Cl)Cl,690,720,30,0.0237,23200,4.365487985,https://doi.org/10.1016/j.dyepig.2022.110735
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,O,616,687,71,,66200,4.820857989,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,C(Cl)(Cl)Cl,625,669,44,0.11,107800,5.032618761,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,CCO,616,681,65,0.01,87600,4.942504106,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,CCO,595,642,47,0.2,64000,4.806179974,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,C(Cl)(Cl)Cl,601,640,39,0.49,99000,4.995635195,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,O,596,652,56,0.01,71600,4.854913022,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,CCO,602,658,56,0.04,77800,4.890979597,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,C(Cl)(Cl)Cl,608,647,39,0.33,108000,5.033423755,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,O,602,666,64,,76200,4.881954971,http://dx.doi.org/10.1021/jo400783x
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1oc1cc(N)ccc12,CCO,590,640,50,0.501,133200,5.124504225,https://doi.org/10.1021/acs.joc.5b00077
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1oc1cc(N)ccc12,O,588,645,57,0.088,86800,4.938519725,https://doi.org/10.1021/acs.joc.5b00077
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1oc1cc(N)ccc12,C(Cl)Cl,587,627,40,0.732,74200,4.870403905,https://doi.org/10.1021/acs.joc.5b00077
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,O,552,581,29,0.34,,,https://doi.org/10.1016/j.jlumin.2013.07.066
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CN(C)C=O,560,585,25,0.39,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CCO,541,571,30,0.69,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CC#N,555,581,26,0.39,,,https://doi.org/10.1016/j.jlumin.2013.07.066
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,C1CCOC1,428,512,84,0.003,,,doi:10.3390/chemosensors6030026
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CS(=O)C,449,547,98,0.01,,,doi:10.3390/chemosensors6030026
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CC#N,445,542,97,0.003,,,doi:10.3390/chemosensors6030026
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CCO,433,525,92,0.048,,,doi:10.3390/chemosensors6030026
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CC#N,431,521,90,0.004,,,doi:10.3390/chemosensors6030026
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,C1CCOC1,431,518,87,0.006,,,doi:10.3390/chemosensors6030026
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CCO,435,516,81,0.043,,,doi:10.3390/chemosensors6030026
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CS(=O)C,457,549,92,0.025,,,doi:10.3390/chemosensors6030026
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1Nc1ccccc1,CS(=O)C,311,491,180,0.031,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1Nc1ccccc1,C1CCOC1,309,451,142,0.031,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1Nc1ccccc1,C(Cl)Cl,303,460,157,0.031,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1Nc1ccccc1,CCOC(=O)C,310,456,146,0.031,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCc1ccccc1,CS(=O)C,310,489,179,0.063,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCc1ccccc1,CCOC(=O)C,305,454,149,0.063,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCc1ccccc1,C1CCOC1,306,449,143,0.063,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCc1ccccc1,C(Cl)Cl,305,456,151,0.063,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccc(OC)c(OC)c1,CCOC(=O)C,308,453,145,0.178,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccc(OC)c(OC)c1,C1CCOC1,308,449,141,0.178,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccc(OC)c(OC)c1,CS(=O)C,309,489,180,0.178,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccc(OC)c(OC)c1,C(Cl)Cl,307,456,149,0.178,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccccc1,CS(=O)C,310,489,179,0.102,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccccc1,CCOC(=O)C,309,453,144,0.102,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccccc1,C(Cl)Cl,306,456,150,0.102,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccccc1,C1CCOC1,307,448,141,0.102,,,https://doi.org/10.1016/j.molstruc.2023.137211
CCOC(=O)CCCN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2,CCO,608,630,22,0.7,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCOC(=O)CCCN1c2cc3c(cc2C(C)=CC1(C)C)C=C1C=CC(=[N+](C)C)C=C1C3(C)C,CCO,633,660,27,0.6,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCOC(=O)CCCN1Cc2cc3c(cc21)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C3,CCO,617,641,24,0.78,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCOC(=O)CCCN1CCc2cc3c(cc21)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C3,CCO,616,640,24,0.76,,,https://doi.org/10.1016/j.dyepig.2022.110735
CCOC(=O)CSc1c(F)c(F)c(C(=O)O)c(C2=C3C=CC(=[N+]4CCC4)C=C3[Si](C)(C)c3cc(N4CCC4)ccc32)c1F,O,668,681,13,,,,https://doi.org/10.1002/cmtd.202000068
CCOc1ccc2c(-c3ccccc3C(=O)O)c3ccc(=O)cc-3oc2c1,O,454,521,67,,,,https://doi.org/10.1002/cmtd.202000068
CCOP1(=O)C2=CC(=[N+](C)C)C=CC2=C(c2ccccc2C)c2ccc(N(C)C)cc21,O,700,722,22,0.11,71000,4.851258349,https://doi.org/10.1016/j.dyepig.2022.110735
CCOP1(=O)c2c(cc3c4c2CCCN4CCC3)C(c2ccccc2C)=c2cc3c4c(c21)CCC[N+]=4CCC3,O,744,764,20,0.16,80000,4.903089987,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C(=O)C(F)(F)F)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,711,724,13,0.04,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C(=O)C(F)(F)F)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,713,728,15,0.27,90600,4.957128198,https://doi.org/10.1039/c9sc02287b
CN(C(=O)C(F)(F)F)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,C(Cl)Cl,715,730,15,0.32,87400,4.941511433,https://doi.org/10.1039/c9sc02287b
CN(C(=O)C(F)(F)F)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC#N,711,726,15,0.21,95300,4.979092901,https://doi.org/10.1039/c9sc02287b
CN(C(=O)OCc1ccccc1)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,C(Cl)Cl,702,718,16,0.4,102600,5.011147361,https://doi.org/10.1039/c9sc02287b
CN(C(=O)OCc1ccccc1)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,702,714,12,0.05,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C(=O)OCc1ccccc1)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,702,717,15,0.35,114800,5.059941888,https://doi.org/10.1039/c9sc02287b
CN(C(=O)OCc1ccccc1)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC#N,700,714,14,0.26,107400,5.031004281,https://doi.org/10.1039/c9sc02287b
CN(C)/C=N/C1=C2CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Oc2cc3ccccc3cc21,CO,661,701,40,0.0218,67000,4.826074803,https://doi.org/10.1016/j.molstruc.2020.129191
CN(C)/C=N/C1=C2CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Oc2cc3ccccc3cc21,CC#N,659,690,31,0.0212,66800,4.824776462,https://doi.org/10.1016/j.molstruc.2020.129191
CN(C)/C=N/C1=C2CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Oc2cc3ccccc3cc21,C1CCOC1,665,694,29,0.0171,65900,4.818885415,https://doi.org/10.1016/j.molstruc.2020.129191
CN(C)/C=N/C1=C2CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Oc2cc3ccccc3cc21,C(Cl)Cl,667,698,31,0.0167,65600,4.816903839,https://doi.org/10.1016/j.molstruc.2020.129191
CN(C)c1cc2c(cc1F)C(c1cc(C(=O)O)ccc1C(=O)[O-])=C1C=C(F)C(=[N+](C)C)C=C1[Si]2(C)C,O,670,696,26,0.03,,,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1cc2c(cc1F)C(c1cc(C(=O)O)ccc1C(=O)[O-])=C1C=C(F)C(=[N+](C)C)C=C1C2(C)C,O,628,660,32,0.06,6700,3.826074803,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1cc2c(cc1F)C1(OC(=O)c3ccc(C(=O)O)cc31)c1cc(F)c(N(C)C)cc1C2(C)C,O,628,660,32,0.06,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1cc2oc3cc(=[N+](C)C)c(-c4ccccc4)cc-3c(-c3ccccc3C([O])=O)c2cc1-c1ccccc1,CO,559,,,,,,https://doi.org/10.1016/j.tetlet.2014.05.124
CN(C)c1ccc2c(=N)c3ccc(N(C)C)cc3oc2c1,CO,353,482,129,,,,https://doi.org/10.1021/jo502213t
CN(C)c1ccc2c(=NS(C)(=O)=O)c3ccc(N(C)C)cc3oc2c1,CO,422,525,103,0.33,5100,3.707570176,https://doi.org/10.1021/jo502213t
CN(C)c1ccc2c(c1)[Ge](C)(C)C1=CC(=[N+](C)C)C=CC1=C2,O,621,634,13,0.4,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Ge](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C(=O)[O-],O,634,655,21,0.43,97000,4.986771734,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1ccc2c(c1)[Ge](C)(C)c1cc(N(C)C)ccc1C21C=Cc2ccccc2O1,CS(=O)C,642,,,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2,O,634,653,19,0.18,64200,4.807535028,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2,CO,636,648,12,,,,https://doi.org/10.1021/jo502213t
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1c(F)c(F)c(F)c(F)c1C(=O)O,O,667,682,15,,,,https://doi.org/10.1002/cmtd.202000068
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cc(C(=O)O)sc1C(=O)[O-],O,650,672,22,0.36,42000,4.62324929,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cc(N)cc2[nH]ccc12,O,650,673,23,0.00088,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cc(N)cc2c1OCCO2,O,653,667,14,0.00093,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cc(N=[N+]=[N-])cc2[nH]ccc12,O,660,669,9,0.0048,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cc(N=[N+]=[N-])cc2c1OCCO2,O,655,668,13,0.019,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccc(C(=O)O)cc1CO,O,650,667,17,0.31,,,https://doi.org/10.1039/d4ob00130c
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccc(N=[N+]=[N-])c2ccccc12,O,654,666,12,0.038,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1,O,646,667,21,0.1,120000,5.079181246,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C(=O)O,O,643,662,19,,,,https://doi.org/10.1002/cmtd.202000068
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1cccs1,CC#N,653,672,19,0.05,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCc1ccccc1,O,469,623,154,0.34,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCCc1ccccc1,O,461,620,159,0.09,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCCCC(=O)OC(C)(C)C,O,462,608,146,0.26,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCCCCl,O,462,612,150,0.53,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCCCN=[N+]=[N-],O,462,608,146,0.36,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCCNC(=O)OC(C)(C)C,O,462,606,144,0.59,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCCO,O,463,620,157,0.09,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCCOCCC=O,O,463,601,138,0.09,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C2=NS(C)(=O)=O,CO,444,617,173,0.23,3400,3.531478917,https://doi.org/10.1021/jo502213t
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21C=Cc2cc([N+](=O)[O-])ccc2O1,CS(=O)C,658,,,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21C=Cc2ccc(Br)cc2O1,CS(=O)C,658,,,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21C=Cc2ccccc2O1,CS(=O)C,656,,,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OC(=O)c2c([N+](=O)[O-])cccc21,CS(=O)C,658,682,24,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OC(=O)c2c(Br)cccc21,CS(=O)C,656,676,20,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OC(=O)c2cscc21,CS(=O)C,646,674,28,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21Oc2cc(Br)ccc2C2=C1CCC2,CS(=O)C,650,674,24,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OCc2cc(Br)ccc21,CS(=O)C,658,678,20,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OCc2cc(C#N)ccc21,CS(=O)C,658,680,22,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OCc2cccc(Br)c21,CS(=O)C,664,688,24,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OCc2ccccc21,CS(=O)C,650,674,24,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OCCc2ccccc21,CS(=O)C,652,676,24,,,,https://doi.org/10.1021/acs.orglett.1c00512
CN(C)c1ccc2c(c1)[Si](C)(CCC(F)(F)F)C1=CC(=[N+](C)C)C=CC1=C2,O,637,651,14,0.2,,,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1ccc2c(c1)[Si](c1ccccc1)(c1ccccc1)C1=CC(=[N+](C)C)C=CC1=C2,O,649,665,16,0.23,,,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C(F)=CC1=C2c1cc(C(=O)O)ccc1C(=O)[O-],O,617,647,30,0.17,73000,4.86332286,https://doi.org/10.1016/j.cclet.2018.12.012
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2,CCO,605,627,22,0.71,,,https://doi.org/10.1016/j.dyepig.2022.110735
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)O,CCO,642,672,30,0.64,,,https://doi.org/10.1016/j.dyepig.2022.110735
