SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
O=[N+]([O-])c1ccc(CN2/C(=C\C=C(Cl)\C=C\c3sc4ccccc4[n+]3Cc3ccc([N+](=O)[O-])cc3)Sc3ccccc32)cc1,CO,599,635,0.09,5833,36,3.765891976,55.4,0.608,0.904,0.605,0.545
C[n+]1c(C=C2C=CN(CCCC[N+](C)(C)CCC[N+](C)(C)CCCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,478,,,133000,,5.123851641,45.6,0.645,0.974,0.044,0.286
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,643,662,0.21,114000,19,5.056904851,63.1,0.681,0.997,1.062,0.025
C[N+]1=C(/C=C/c2cc3ccccc3[n+](C)c2)C(C)(C)c2c1ccc1ccccc21,O,553,584,,,31,,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CN(C)C=O,774,798,0.649,140000,24,5.146128036,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)O)cc21,CO,785,806,0.07,131000,21,5.117271296,55.4,0.608,0.904,0.605,0.545
C[n+]1ccc(/C=C/c2ccc(O)cc2)cc1,CC#N,383,498,0.0626,,115,,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CCO,685,705,,225000,20,5.352182518,51.9,0.633,0.783,0.4,0.658
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,654,670,,,16,,63.1,0.681,0.997,1.062,0.025
CCN1C(=O)C(=C/C=C\C=C\C=C2/Sc3ccccc3N2CC)C(=O)N(CC)C1=S,CCO,701,723,0.25,163300,22,5.212986185,51.9,0.633,0.783,0.4,0.658
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(Oc3ccccc3)cccc2Oc2ccccc2)C(C)(C)c2ccccc21,C(Cl)Cl,775,806,0.31,348000,31,5.541579244,40.7,0.761,0.769,0.04,0.178
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,637,651,0.117,73000,14,4.86332286,55.4,0.608,0.904,0.605,0.545
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CN(C)C=O,646,671,0.41,243000,25,5.385606274,43.2,0.759,0.977,0.031,0.613
CN1C=C/C(=C\C2=Nc3cccc4cccc2c34)c2ccccc21,CC#N,572,,,71000,,4.851258349,45.6,0.645,0.974,0.044,0.286
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CCOC(=O)C,545,674,,,129,,38.1,0.656,0.603,0,0.542
CCN(CC)c1ccc(-c2cc(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]2)cc1,CC#N,592,646,0.023,,54,,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,779,793,0.08,160000,14,5.204119983,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccc(N3c4ccccc4Oc4ccccc43)cc2C)C(C)(C)c2ccccc21,C(Cl)Cl,774,802,0.05,356000,28,5.551449998,40.7,0.761,0.769,0.04,0.178
C[n+]1c(-c2ccccc2)csc1/C=C1\C=CN(CCC[n+]2ccccc2)c2ccccc21,O,520,,,67600,,4.829946696,63.1,0.681,0.997,1.062,0.025
CC1=C(c2ccc(C#N)cc2)/C(=C\C=C\C=C\c2c(-c3ccc(C#N)cc3)c(C)c3ccccn23)[n+]2ccccc21,C(Cl)Cl,812,870,0.02,151000,58,5.178976947,40.7,0.761,0.769,0.04,0.178
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,C1CCOC1,559,685,,,126,,37.4,0.714,0.634,0,0.591
CC1(C)C(/C=C/C=C/C=C2/N(CCCCN3C(=O)c4ccccc4C3=O)c3ccccc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccccc21,CS(=O)C,650,670,,,20,,45.1,0.83,1,0.072,0.647
CCN1C(=C/C=C/c2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CO,514,528,0.016,,14,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CO,650,668,0.13,107000,18,5.029383778,55.4,0.608,0.904,0.605,0.545
CCC[N+]1=C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CO,566,,,118200,,5.072617477,55.4,0.608,0.904,0.605,0.545
CN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2C)[n+]2ccccc2)Sc2ccccc21,CO,612,644,0.03,232400,32,5.366236124,55.4,0.608,0.904,0.605,0.545
C#CCOc1ccc2c(c1)C(C)(C)C(/C=C/C=C(/C=C/C=C1/N(CCCCS(=O)(=O)[O-])c3ccc(OCC#C)cc3C1(C)C)C(=O)O)=[N+]2CCCCS(=O)(=O)[O-],CO,777,819,0.0304,215400,42,5.333245699,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C(=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)OC)Sc2cc(NC(=O)c3ccccc3)ccc21,CCO,570,592,0.006,,22,,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C=C/C=C2/N(CCC(=O)NCc3ccc(COc4nc(N)nc5[nH]cnc45)cc3)c3ccccc3C2(C)C)=[N+](CCC(=O)O)c2ccccc21,O,645,666,0.22,81000,21,4.908485019,63.1,0.681,0.997,1.062,0.025
CC(=O)Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,C(Cl)Cl,517,585,0.273,30400,68,4.482873584,40.7,0.761,0.769,0.04,0.178
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,CN(C)C=O,485,629,,98200,144,4.992111488,43.2,0.759,0.977,0.031,0.613
Cc1cccc(C)c1Sc1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,587,,,36500,,4.562292864,51.9,0.633,0.783,0.4,0.658
Cc1ccc(CN2/C(=C\C3=C(O)/C(=C/C4=[N+](Cc5ccc(C)cc5)c5ccc(S(=O)(=O)[O-])cc5C4(C)C)C3=O)C(C)(C)c3cc(S(=O)(=O)O)ccc32)cc1,CS(=O)C,656,669,0.119,238000,13,5.376576957,45.1,0.83,1,0.072,0.647
CCN1C(=O)C(=CC=Cc2ccco2)C(C)=C(C#N)C1=O,CC(=O)C,448,,,79000,,4.897627091,42.2,0.651,0.907,0,0.475
CCN1/C(=C/C=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,C1COCCO1,584,606,0.15,,22,,36,0.737,0.312,0,0.444
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OCCOCCOCCOC)cccc2OCCOCCOCCOC)C(C)(C)c2ccccc21,O,760,790,0.17,315000,30,5.498310554,63.1,0.681,0.997,1.062,0.025
CCN(CC)CCNC(=O)CCCCCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,446,,,,,,43.2,0.759,0.977,0.031,0.613
CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)ccc2ccccc21,CS(=O)C,547,620,,,73,,45.1,0.83,1,0.072,0.647
COc1ccc(C2=C(C)c3cccc[n+]3/C2=C/C=C/C=C/c2c(-c3ccc(OC)cc3)c(C)c3ccccn23)cc1,CC#N,799,845,0.013,94000,46,4.973127854,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO,753,774,0.55,259000,21,5.413299764,55.4,0.608,0.904,0.605,0.545
CN1/C(=C(C=O)\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CS(=O)C,508,,,50500,,4.703291378,45.1,0.83,1,0.072,0.647
Cc1cc(-c2ccc(/C=C/c3cc[n+](C)cc3)o2)c(O)c(-c2nc3ccccc3s2)c1,O,450,770,0.003,15410,320,4.187802639,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(c3ccc(CCC(=O)NCCCNCCCCNCCCN)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccc(C(=O)NCCCNCCCCNCCCN)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(=O)NCCCNCCCCNCCCN)cc21,O,767,786,0.08,111000,19,5.045322979,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CC)c2ccc([N+](=O)[O-])cc2)Sc2ccccc21,CO,641,660,0.048,162750,19,5.211520997,55.4,0.608,0.904,0.605,0.545
OC(CCl)CN1C=C/C(=C\c2sc3ccccc3[n+]2CC(O)CCl)c2ccc(Cl)cc21,CO,514,,,85000,,4.929418926,55.4,0.608,0.904,0.605,0.545
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1C,O,471,574,,62000,103,4.792391689,63.1,0.681,0.997,1.062,0.025
O=[N+]([O-])c1ccc(CN2/C(=C\C=C(\C=C\c3sc4ccccc4[n+]3Cc3ccc([N+](=O)[O-])cc3)c3ccccc3)Sc3ccccc32)cc1,CO,655,670,0.06,42000,15,4.62324929,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccncc2)C(C)(C)c2ccccc21,CC#N,763,792,0.22,248000,29,5.394451681,45.6,0.645,0.974,0.044,0.286
Cc1ccc(/C(c2c3ccccc3c3n(C)c(-c4cc[n+](C)cc4)nn23)=c2\c3ccccc3c3n2nc(-c2cc[n+](C)cc2)[n+]3C)cc1,CC#N,578,,,,,,45.6,0.645,0.974,0.044,0.286
CC1(C)C2=C(C=C/C=C\C=C3CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CCO,789,810,0.15,,21,,51.9,0.633,0.783,0.4,0.658
COc1cc[n+]2c(c1)C(C)=C(c1ccccc1)/C2=C\C=C\C=C\c1c(-c2ccccc2)c(C)c2cc(OC)ccn12,CS(=O)C,838,868,0.036,141000,30,5.149219113,45.1,0.83,1,0.072,0.647
COC(=C\C=C\C=C1\N(C)c2ccccc2C1(C)C)/C=C/C1=[N+](C)c2ccccc2C1(C)C,CO,753,782,,182000,29,5.260071388,55.4,0.608,0.904,0.605,0.545
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,O,749,,,,,,63.1,0.681,0.997,1.062,0.025
CC[N+]1=C(/C=C/C=C2\C=CN(CCCCCC(=O)O)c3ccccc32)C(C)(C)c2cc(Cl)ccc21,O,550,646,,,96,,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)[n+]2cccc(C)c2)Sc2ccccc21,CO,618,647,0.042,214785,29,5.332003948,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,CN(C)C=O,555,599,,,44,,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,648,664,0.1,114000,16,5.056904851,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,659,677,,209000,18,5.320146286,45.1,0.83,1,0.072,0.647
C[n+]1c(/C=C2/C=C(/C=C/c3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CS(=O)C,558,716,0.0648,45000,158,4.653212514,45.1,0.83,1,0.072,0.647
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,CCO,562,583,0.009,,21,,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccccc21,CS(=O)C,796,814,0.108,79000,18,4.897627091,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,660,679,0.16,97000,19,4.986771734,43.2,0.759,0.977,0.031,0.613
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccccc1C2(C)C,O,569,638,0.21,63000,69,4.799340549,63.1,0.681,0.997,1.062,0.025
C(/C=C1\Sc2ccccc2N1CCCc1ccccc1)=C(\C=C\c1sc2ccccc2[n+]1CCCc1ccccc1)c1ccncc1,CCO,651,671,0.09,156560,20,5.194680813,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1ccc2c(C)c3c([o+]c2c1)-c1ccc(OC(C)=O)cc1CC3,O,529,602,0.037,33400,73,4.523746467,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCC(=O)O)c2ccccc21,CCO,785,843,0.16,240000,58,5.380211242,51.9,0.633,0.783,0.4,0.658
C[n+]1c(/C=C2\C=CN(CCCBr)c3ccccc32)sc2ccccc21,CO,505,,,87600,,4.942504106,55.4,0.608,0.904,0.605,0.545
CC(=O)CC(C)(C)NC(=O)CC[n+]1c(/C=C2\C=CN(C)c3cc(Cl)ccc32)sc2ccccc21,CO,511,,,82400,,4.915927212,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccccc21,CCO,784,803,0.174,146000,19,5.164352856,51.9,0.633,0.783,0.4,0.658
COC(=O)CCCCCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCCCCCC(=O)OC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CS(=O)C,796,814,0.133,199000,18,5.298853076,45.1,0.83,1,0.072,0.647
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,CO,628,648,,,20,,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C\C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CN(C)C=O,819,,,,,,43.2,0.759,0.977,0.031,0.613
ClC1=C(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)CCC/C1=C\C=C1/Sc2ccccc2N1Cc1ccccc1,CS(=O)C,817,834,,133900,17,5.126780577,45.1,0.83,1,0.072,0.647
CN1/C(=C(C=O)\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CC#N,500,,,53400,,4.727541257,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C\C=C(Cl)\C=C\c2sc3ccccc3[n+]2CC)Sc2ccccc21,CO,598,645,0.033,36363,47,4.560659706,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2CC)c2ccncc2)Sc2ccccc21,CCO,647,666,0.13,163816,19,5.214356317,51.9,0.633,0.783,0.4,0.658
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1C,CS(=O)C,506,565,,81000,59,4.908485019,45.1,0.83,1,0.072,0.647
C1=CN(CCCc2ccccc2)c2ccccc2/C1=C/c1sc2ccccc2[n+]1CCC[n+]1ccccc1,O,510,,,77500,,4.889301703,63.1,0.681,0.997,1.062,0.025
CCN1C(=O)C(=Cc2ccco2)C(C)=C(C#N)C1=O,CC(=O)C,405,,,64000,,4.806179974,42.2,0.651,0.907,0,0.475
CN1C=CC(=CC2=Nc3cccc4cccc2c34)C=C1,CC1=CC=CC=C1,567,,,18500,,4.267171728,33.9,0.782,0.284,0,0.128
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccc(S(=O)(=O)O)cc4C3(C)C)=C2[O-])=[NH+]c2ccc(S(=O)(=O)O)cc21,CO,650,667,0.41,,17,,55.4,0.608,0.904,0.605,0.545
C1=CN(CCC[n+]2ccccc2)c2ccccc2/C1=C/c1sc2ccccc2[n+]1CCC[n+]1ccccc1,CO,507,,,78300,,4.893761762,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,642,,,288403,,5.459999774,45.1,0.83,1,0.072,0.647
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CO,552,709,0.0139,42200,157,4.625312451,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=C/C=C\C=C\C=C2/Sc3ccccc3N2CC)C(=O)N(CC)C1=S,CCCCCC,655,,,,,,31,0.616,0,0,0.056
CN1/C(=C/C=C/C=C(I)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,733,757,0.081,230000,24,5.361727836,55.4,0.608,0.904,0.605,0.545
CCC(/C=C1\Sc2cc(NC(=O)c3ccccc3)ccc2N1CC)=C\c1sc2cc(NC(=O)c3ccccc3)ccc2[n+]1CC,CO,570,,,,,,55.4,0.608,0.904,0.605,0.545
COc1ccc(/C(c2c3ccccc3c3n(C)c(-c4ccco4)nn23)=c2\c3ccccc3c3n2nc(-c2ccco2)[n+]3C)cc1,CC#N,581,,,52480,,4.719993826,45.6,0.645,0.974,0.044,0.286
COc1ccc(CCN2C(C)=CC(=Cc3sc4ccccc4[n+]3C)C=C2C)cc1OC,CN(C)C=O,447,,,,,,43.2,0.759,0.977,0.031,0.613
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(=O)C,556,569,0.12,128000,13,5.10720997,45.1,0.83,1,0.072,0.647
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(NC(=O)CCCc3ccc(N(CCCl)CCCl)cc3)ccc21,O,649,670,0.07,,21,,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CO,753,782,0.16,230000,29,5.361727836,55.4,0.608,0.904,0.605,0.545
CN1C=C/C(=C\c2oc3ccccc3[n+]2C)c2ccccc21,CO,478,,,70300,,4.846955325,55.4,0.608,0.904,0.605,0.545
CC1(C)C2=C(/C=C\C=C3/CCC[N+]4=C3C(C)(C)c3ccccc34)CCCN2c2ccccc21,CN(C)C=O,678,702,,,24,,43.2,0.759,0.977,0.031,0.613
CCN1C(=O)C(=C/C=C2\Sc3ccccc3N2CC)C(=O)N(CC)C1=S,CN(C)C=O,501,,,111600,,5.047664195,43.2,0.759,0.977,0.031,0.613
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC(=O)C,825,850,,,25,,42.2,0.651,0.907,0,0.475
CCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CN(C)C=O,764,788,0.327,110000,24,5.041392685,43.2,0.759,0.977,0.031,0.613
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CO,681,702,,,21,,55.4,0.608,0.904,0.605,0.545
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CC(=O)C,547,714,0.0132,37700,167,4.57634135,42.2,0.651,0.907,0,0.475
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N)c4F)C=C3CCC2)C(C)(C)c2ccccc21,CCO,690,718,0.02,61200,28,4.786751422,51.9,0.633,0.783,0.4,0.658
CN1C(c2ccc3c(c2)OCO3)=C/C(=C\c2cc[n+](C)c3ccccc23)c2c1ccc1ccccc21,CO,619,,,66300,,4.821513528,55.4,0.608,0.904,0.605,0.545
C/C(c1c2ccccc2c2n(Cc3ccccc3)c(C)nn12)=c1\c2ccccc2c2n1nc(C)[n+]2Cc1ccccc1,CC#N,566,,,46773,,4.669995226,45.6,0.645,0.974,0.044,0.286
CCCCCCCCCCCCN1C(=O)C(=Cc2ccco2)C(C)=C(C#N)C1=O,CC(=O)C,410,,,27200,,4.434568904,42.2,0.651,0.907,0,0.475
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,CCCCCC,553,575,,,22,,31,0.616,0,0,0.056
CCN1/C(=C\C2=C(O)/C(=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)C2=O)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CCO,638,650,0.048,256000,12,5.408239965,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)=[N+](CCC(=O)O)c2ccccc21,CN(C)C=O,646,670,0.36,131000,24,5.117271296,43.2,0.759,0.977,0.031,0.613
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,C(Cl)Cl,697,714,,,17,,40.7,0.761,0.769,0.04,0.178
Cc1ccc(CN2/C(=C/C=C3\CCCC(/C=C/C4=[N+](Cc5ccc(C)cc5)c5ccccc5C4(C)C)=C3Cl)C(C)(C)c3ccccc32)cc1,CO,785,813,0.1315,220000,28,5.342422681,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C/c2nc3ccccc3s2)Sc2ccccc21,CC#N,452,,,,,,45.6,0.645,0.974,0.044,0.286
CN(C)c1ccc2c(c1)OC(c1ccccc1)=C/C2=C\C=C\c1cc(-c2ccccc2)[o+]c2cc(N(C)C)ccc12,C(Cl)(Cl)Cl,746,766,0.029,220000,20,5.342422681,39.1,0.783,0.614,0.047,0.071
CN(C)c1cc[n+](CCC[n+]2c(/C=C3\C=CN(CC(O)CBr)c4ccccc43)sc3ccccc32)cc1,CO,504,,,90100,,4.954724791,55.4,0.608,0.904,0.605,0.545
CCCCCCCCCCCCN1C(=O)C(=CC=C=Cc2ccco2)C(C)=C(C#N)C1=O,CC(=O)C,484,,,39100,,4.592176757,42.2,0.651,0.907,0,0.475
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,C(Cl)Cl,525,611,0.276,35900,86,4.555094449,40.7,0.761,0.769,0.04,0.178
CCCCCC(=O)N1/C(=C\C2=C(NC)/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,662,,,236000,,5.372912003,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C/C=C2\N(Cc3ccc(C(=O)O)cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,767,803,,,36,,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C2=C(NCc3ccccc3)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,614,733,,127000,119,5.103803721,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=C/C=C\C=C2\N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,C(Cl)Cl,617,634,,210400,17,5.323045735,40.7,0.761,0.769,0.04,0.178
C/C(c1c2ccccc2c2n(C)c(-c3ccco3)nn12)=c1\c2ccccc2c2n1nc(-c1ccco1)[n+]2C,CC#N,571,,,125892,,5.099998133,45.6,0.645,0.974,0.044,0.286
Cc1ccc(CN2/C(=C\C3=C(O)/C(=C/C4=[N+](Cc5ccc(C)cc5)c5ccc(S(=O)(=O)[O-])cc5C4(C)C)C3=O)C(C)(C)c3cc(S(=O)(=O)O)ccc32)cc1,CN(C)C=O,653,667,0.136,233000,14,5.367355921,43.2,0.759,0.977,0.031,0.613
COCCOCCOCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCOCCOCCOC)c4ccccc4C3(C)C)=C2c2c(OC)cc(C(=O)OC(C)(C)C)cc2OC)C(C)(C)c2ccccc21,CC#N,768,799,0.32,206000,31,5.31386722,45.6,0.645,0.974,0.044,0.286
CCN1C(=O)C(=C/C=C\C=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,CCO,723,745,0.122,,22,,51.9,0.633,0.783,0.4,0.658
