SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
CC(O)C[n+]1c(/C=C2\C=CN(C)c3cc(Cl)ccc32)sc2ccccc21,CO,514,,,78000,,4.892094603,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(I)cc21,C(Cl)Cl,808,827,,,19,,40.7,0.761,0.769,0.04,0.178
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(I)cc21,CCO,800,829,,418000,29,5.621176282,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(I)cc21,O,789,823,,,34,,63.1,0.681,0.997,1.062,0.025
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CS(=O)C,796,819,,,23,,45.1,0.83,1,0.072,0.647
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,O,775,800,,,25,,63.1,0.681,0.997,1.062,0.025
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CN(C)C=O,789,817,,,28,,43.2,0.759,0.977,0.031,0.613
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CCO,781,840,0.2,120000,59,5.079181246,51.9,0.633,0.783,0.4,0.658
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CC#N,780,807,,,27,,45.6,0.645,0.974,0.044,0.286
CCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CO,781,807,,,26,,55.4,0.608,0.904,0.605,0.545
CN(C)C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,C(Cl)(Cl)Cl,476,495,0.008,83000,19,4.919078092,39.1,0.783,0.614,0.047,0.071
CN(C)C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,O,464,490,0.0036,86400,26,4.936513742,63.1,0.681,0.997,1.062,0.025
CN(C)C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,CO,468,497,0.0047,88900,29,4.948901761,55.4,0.608,0.904,0.605,0.545
O=[N+]([O-])c1ccc(CN2/C(=C\C=C\C=C\c3sc4ccccc4[n+]3Cc3ccc([N+](=O)[O-])cc3)Sc3ccccc32)cc1,CO,594,610,0.027,5444,16,3.735918117,55.4,0.608,0.904,0.605,0.545
C(=Cc1cc[n+](CCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc32)c2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,539,752,,,213,,37.4,0.714,0.634,0,0.591
C(=Cc1cc[n+](CCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc32)c2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,522,774,,36100,252,4.557507202,43.2,0.759,0.977,0.031,0.613
C(=Cc1cc[n+](CCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc32)c2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(=O)C,524,727,,,203,,38.1,0.656,0.603,0,0.542
CN1/C(=C/C=C/C(=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(=O)[O-])C(C)(C)c2c1ccc1ccccc21,CO,786,819,0.048,224500,33,5.351216345,55.4,0.608,0.904,0.605,0.545
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)c(=O)oc2c1,O,586,,,,,,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C/C2=[N+](CCCC)c3cccc4cccc2c34)Sc2ccccc21,CCO,560,,,30700,,4.487138375,51.9,0.633,0.783,0.4,0.658
CCN1C(=O)C(=C/C=C\C=C2\N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CCO,614,635,0.16,208900,21,5.31993844,51.9,0.633,0.783,0.4,0.658
CCN1C(=O)C(=C/C=C\C=C2\N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,C(Cl)Cl,617,634,,210400,17,5.323045735,40.7,0.761,0.769,0.04,0.178
CCN1C(=O)C(=C/C=C\C=C2\N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CN(C)C=O,614,632,,205300,18,5.312388949,43.2,0.759,0.977,0.031,0.613
CCN1C(=O)C(=C/C=C\C=C2\N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CC1=CC=CC=C1,611,636,0.15,169500,25,5.229169703,33.9,0.782,0.284,0,0.128
CCN1C(=O)C(=C/C=C\C=C2\N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CCCCCC,580,619,,133800,39,5.126456113,31,0.616,0,0,0.056
CCN1C(=O)C(=C/C=C\C=C\[c-]2c(=O)n(CC)c(=S)n(CC)c2=O)C(=O)N(CC)C1=S,CCO,638,,,212100,,5.326540669,51.9,0.633,0.783,0.4,0.658
CCN1C(=O)C(=C/C=C\C=C\[c-]2c(=O)n(CC)c(=S)n(CC)c2=O)C(=O)N(CC)C1=S,CN(C)C=O,642,,,225400,,5.352953912,43.2,0.759,0.977,0.031,0.613
CCN1C(=O)C(=C/C=C\C=C\[c-]2c(=O)n(CC)c(=S)n(CC)c2=O)C(=O)N(CC)C1=S,C(Cl)Cl,645,,,209200,,5.32056168,40.7,0.761,0.769,0.04,0.178
CC1(C)C(/C=C2\C(=O)C(/C=C3/Nc4ccc([N+](=O)[O-])cc4C3(C)C)=C2[O-])=[NH+]c2ccc([N+](=O)[O-])cc21,CCO,580,665,,82000,85,4.913813852,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,653,667,0.147,111000,14,5.045322979,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CCO,641,656,0.111,123000,15,5.089905111,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,632,643,0.023,75000,11,4.875061263,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CO,638,652,0.184,117000,14,5.068185862,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(CCCCCC(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,656,668,0.153,116000,12,5.064457989,45.1,0.83,1,0.072,0.647
C[N+]1=C(/C=C2\C(=O)C(Nc3ccccc3)=C2[O-])C(C)(C)c2ccccc21,CO,514,530,0.0072,92500,16,4.966141733,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C2\C(=O)C(Nc3ccccc3)=C2[O-])C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,520,534,0.045,79300,14,4.899273187,39.1,0.783,0.614,0.047,0.071
C[N+]1=C(/C=C2\C(=O)C(Nc3ccccc3)=C2[O-])C(C)(C)c2ccccc21,O,503,528,0.0038,78500,25,4.894869657,63.1,0.681,0.997,1.062,0.025
CCCCCC(=O)N1/C(=C\C2=C([S-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,649,,,130000,,5.113943352,45.1,0.83,1,0.072,0.647
COC(=O)N(C)/N=N/c1ccc(COc2ccc3c(c2)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)cc1,O,650,,,34700,,4.540329475,63.1,0.681,0.997,1.062,0.025
CCCC[n+]1c(/C=C2\C=CN(C)c3cc(Cl)ccc32)sc2ccccc21,CC#N,510,548,,82000,38,4.913813852,45.6,0.645,0.974,0.044,0.286
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)NC(=O)NC2=O)C(C)(C)c2ccccc21,CN(C)C=O,658,681,0.048,135000,23,5.130333768,43.2,0.759,0.977,0.031,0.613
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)NC(=O)NC2=O)C(C)(C)c2ccccc21,O,650,708,,43100,58,4.63447727,63.1,0.681,0.997,1.062,0.025
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)NC(=O)NC2=O)C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,644,663,,104000,19,5.017033339,39.1,0.783,0.614,0.047,0.071
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)NC(=O)NC2=O)C(C)(C)c2ccccc21,CO,632,653,,97400,21,4.988558957,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,CN(C)C=O,647,747,,,100,,43.2,0.759,0.977,0.031,0.613
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,CO,637,737,,120000,100,5.079181246,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,CCO,640,737,,,97,,51.9,0.633,0.783,0.4,0.658
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,C(Cl)Cl,676,747,,,71,,40.7,0.761,0.769,0.04,0.178
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCO)c4ccccc4C3(C)C)CCC2)=[N+](CCO)c2ccccc21,CCO,782,832,0.19,430000,50,5.633468456,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1ccc2c(c1)OC1=C(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)CCCC1=C2,CCO,736,756,,105000,20,5.021189299,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,807,824,,230000,17,5.361727836,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,O,783,803,,200000,20,5.301029996,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CO,791,813,,270000,22,5.431363764,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,796,817,,250000,21,5.397940009,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,811,827,0.065,110000,16,5.041392685,45.1,0.83,1,0.072,0.647
Cn1c(-c2ccco2)nn2c(/C(c3cccs3)=c3/c4ccccc4c4n3nc(-c3ccco3)[n+]4C)c3ccccc3c12,CC#N,593,,,56234,,4.749998977,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C\C2=C(OC)/C(=C/C3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,641,,,144543,,5.159997064,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C2=C(c3ccc(C(=O)O)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccc5ccccc5c4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CO,800,811,,,11,,55.4,0.608,0.904,0.605,0.545
CC(/C=C1\Sc2cc(NCCO)ccc2N1C)=C\c1sc2cc(NCCO)ccc2[n+]1C,CO,579,,,,,,55.4,0.608,0.904,0.605,0.545
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,C(Cl)Cl,525,611,0.276,35900,86,4.555094449,40.7,0.761,0.769,0.04,0.178
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,O,516,586,0.021,18300,70,4.26245109,63.1,0.681,0.997,1.062,0.025
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,CC#N,515,589,0.192,37600,74,4.575187845,45.6,0.645,0.974,0.044,0.286
Oc1ccc2cc3c(cc2c1)Oc1c2c4c(cc1=C3c1ccccc1)CCC[N+]=4CCC2,CCO,520,595,0.103,39900,75,4.600972896,51.9,0.633,0.783,0.4,0.658
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,493,,,37900,,4.57863921,55.4,0.608,0.904,0.605,0.545
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,475,,,36600,,4.563481085,63.1,0.681,0.997,1.062,0.025
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,501,,,37000,,4.568201724,45.1,0.83,1,0.072,0.647
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CC#N,506,,,37000,,4.568201724,45.6,0.645,0.974,0.044,0.286
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CC(=O)C,548,712,0.0132,60500,164,4.781755375,42.2,0.651,0.907,0,0.475
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CCO,553,714,0.0155,75400,161,4.877371346,51.9,0.633,0.783,0.4,0.658
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,C(Cl)(Cl)Cl,578,715,0.0206,74700,137,4.873320602,39.1,0.783,0.614,0.047,0.071
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CO,546,709,0.0111,76300,163,4.882524538,55.4,0.608,0.904,0.605,0.545
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,O,501,675,0.0057,57000,174,4.755874856,63.1,0.681,0.997,1.062,0.025
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CS(=O)C,548,716,0.0249,56500,168,4.752048448,45.1,0.83,1,0.072,0.647
CCN1/C(=C\C(=C/c2sc3ccccc3[n+]2CC)\C=C\c2cc3c4c(c2)CCCN4CCC3)Sc2ccccc21,CO,600,,,46000,,4.662757832,55.4,0.608,0.904,0.605,0.545
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CS(=O)C,753,821,,,68,,45.1,0.83,1,0.072,0.647
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CCO,748,814,,,66,,51.9,0.633,0.783,0.4,0.658
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC#N,737,805,,,68,,45.6,0.645,0.974,0.044,0.286
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CN(C)C=O,746,813,,,67,,43.2,0.759,0.977,0.031,0.613
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CO,750,813,,,63,,55.4,0.608,0.904,0.605,0.545
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC(=O)C,737,806,,,69,,42.2,0.651,0.907,0,0.475
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CC1=CC=CC=C1,729,810,,,81,,33.9,0.782,0.284,0,0.128
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CCOC(=O)C,733,802,,,69,,38.1,0.656,0.603,0,0.542
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccc(N3c4ccccc4Oc4ccccc43)cc2C)C(C)(C)c2ccccc21,C(Cl)Cl,774,802,0.05,356000,28,5.551449998,40.7,0.761,0.769,0.04,0.178
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccc(N3c4ccccc4Oc4ccccc43)cc2C)C(C)(C)c2ccccc21,CC#N,765,794,0.07,298000,29,5.474216264,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccc(N3c4ccccc4Oc4ccccc43)cc2C)C(C)(C)c2ccccc21,O,765,792,0.06,269000,27,5.42975228,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C2\CCCCC(C3=[N+](C)c4ccccc4C3(C)C)=C2c2c([O-])n(C)c(=O)n(C)c2=O)C(C)(C)c2ccccc21,C(Cl)Cl,738,,,89700,,4.952792443,40.7,0.761,0.769,0.04,0.178
CCN(CC)c1ccc2c(c1)S/C(=C\C(C)=C\c1sc3cc(N(CC)CC)ccc3[n+]1CC)N2CC,CO,606,,,,,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C(I)=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO,747,789,0.103,210000,42,5.322219295,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C(I)=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,742,768,0.064,190000,26,5.278753601,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,CO,515,,,38300,,4.583198774,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,CC#N,523,,,48600,,4.686636269,45.6,0.645,0.974,0.044,0.286
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,C1COCCO1,525,,,25700,,4.409933123,36,0.737,0.312,0,0.444
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,CC1=CC=CC=C1,526,,,22000,,4.342422681,33.9,0.782,0.284,0,0.128
CCCC[N+]1=C(/C=C2/N(c3ccc(CCC)cc3)c3ccc(Br)cc3C2(C)C)c2cccc3cccc1c23,CO,567,,,33600,,4.526339277,55.4,0.608,0.904,0.605,0.545
C(=C/C=c1\c2cccc3cccc(c32)n1Cc1ccccc1)\C=C\C1=[N+](Cc2ccccc2)c2cccc3cccc1c23,CN(C)C=O,874,,,193100,,5.285782274,43.2,0.759,0.977,0.031,0.613
C(=C/C=c1\c2cccc3cccc(c32)n1Cc1ccccc1)\C=C\C1=[N+](Cc2ccccc2)c2cccc3cccc1c23,C(Cl)Cl,874,,,251000,,5.399673721,40.7,0.761,0.769,0.04,0.178
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CO,726,810,,,84,,55.4,0.608,0.904,0.605,0.545
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CC(=O)C,722,812,,,90,,42.2,0.651,0.907,0,0.475
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CC#N,722,808,,,86,,45.6,0.645,0.974,0.044,0.286
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CS(=O)C,734,828,,,94,,45.1,0.83,1,0.072,0.647
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CN(C)C=O,728,820,,,92,,43.2,0.759,0.977,0.031,0.613
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CC1=CC=CC=C1,719,813,,,94,,33.9,0.782,0.284,0,0.128
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CCOC(=O)C,716,813,,,97,,38.1,0.656,0.603,0,0.542
CC(=O)N1CCN(C2=C(/C=C/c3sc4ccccc4[n+]3Cc3ccccc3)CC(C(C)(C)C)C/C2=C\C=C2/Sc3ccccc3N2Cc2ccccc2)CC1,CCO,732,813,,,81,,51.9,0.633,0.783,0.4,0.658
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccc(O)c(C(=O)O)c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc(O)c2C(=O)O,CO,805,812,0.013,,7,,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccc(O)c(C(=O)O)c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc(O)c2C(=O)O,CS(=O)C,819,822,0.00167,,3,,45.1,0.83,1,0.072,0.647
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CC(=O)C,652,672,,,20,,42.2,0.651,0.907,0,0.475
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CS(=O)C,657,684,0.58,265000,27,5.423245874,45.1,0.83,1,0.072,0.647
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CO,651,673,,,22,,55.4,0.608,0.904,0.605,0.545
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,CCO,655,676,,,21,,51.9,0.633,0.783,0.4,0.658
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,C(Cl)Cl,665,685,,,20,,40.7,0.761,0.769,0.04,0.178
Cn1c(-c2ccco2)nn2c(/C(c3ccncc3)=c3/c4ccccc4c4n3nc(-c3ccco3)[n+]4C)c3ccccc3c12,CC#N,596,,,51286,,4.709998828,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCC(=O)O)c2ccccc21,CCO,783,802,0.197,220000,19,5.342422681,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCC(=O)O)c2ccccc21,O,774,793,0.053,121000,19,5.08278537,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCC(=O)O)c2ccccc21,CS(=O)C,794,813,0.151,245000,19,5.389166084,45.1,0.83,1,0.072,0.647
