SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(F)cc3)nc2c1,CO,302,342,0.48,29512,40,4.47,55.4,0.608,0.904,0.605,0.545
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(F)cc3)nc2c1,CC1=CC=CC=C1,317,320,0.49,31623,3,4.5,33.9,0.782,0.284,0,0.128
C1=C(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)c2ccccc21,C(Cl)Cl,338,400,0.91,13000,62,4.1139,40.7,0.761,0.769,0.04,0.178
O=S1(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(N(c4ccccc4)c4ccccc4)ccc13)c1ccccc12,CC#N,446,598,0.03,,152,,45.6,0.645,0.974,0.044,0.286
O=S1(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(N(c4ccccc4)c4ccccc4)ccc13)c1ccccc12,C(Cl)Cl,451,577,0.31,,126,,40.7,0.761,0.769,0.04,0.178
O=S1(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(N(c4ccccc4)c4ccccc4)ccc13)c1ccccc12,CC1=CC=CC=C1,450,543,0.33,,93,,33.9,0.782,0.284,0,0.128
O=S1(=O)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1cc(N(c4ccccc4)c4ccccc4)ccc13)c1ccccc12,CCCCCC,434,521,0.15,,87,,31,0.616,0,0,0.056
C1=CSC(C=Cc2cccs2)(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C1,CC#N,445,621,0.66,,176,,45.6,0.645,0.974,0.044,0.286
NCc1nn(-c2cc(F)cc(F)c2)nc1N1CCCC1,CC#N,350,435,0.837,12882,85,4.11,45.6,0.645,0.974,0.044,0.286
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)cccc3C(F)(F)F)cc2)cc1,CS(=O)C,431,565,0.1,,134,,45.1,0.83,1,0.072,0.647
OC1(c2ccc(-c3cccs3)s2)CCC1,CC#N,309,460,,14125,151,4.15,45.6,0.645,0.974,0.044,0.286
OC1(c2ccc(-c3cccs3)s2)CCC1,CCO,310,415,,11220,105,4.05,51.9,0.633,0.783,0.4,0.658
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(-n4c5ccccc5c5ccccc54)cc2)[n+]3C)s1,CO,446,607,,31000,161,4.4914,55.4,0.608,0.904,0.605,0.545
Nc1ccc2c3c(ccc2c1)C(c1ccccc1C(=O)[O-])=c1cc2c4c(c1O3)CCC[N+]=4CCC2,O,577,612,0.17,,35,,63.1,0.681,0.997,1.062,0.025
CCOC(=O)c1c(-c2c(Cl)c3ccccc3oc2=O)nn(-c2cccc(C)c2)c1C(=O)OCC,C(Cl)Cl,321,410,,11800,89,4.0719,40.7,0.761,0.769,0.04,0.178
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4c5c6c(cc4c3oc-2c1)CCCN6CCC5,C(Cl)(Cl)Cl,623,664,0.09,75000,41,4.8751,39.1,0.783,0.614,0.047,0.071
CCCCn1c(-c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)s2)nc2c3cccnc3c3ncccc3c21,C(Cl)Cl,359,462,0.72,27860,103,4.445,40.7,0.761,0.769,0.04,0.178
COc1cc2c3cc(OC)c(OC)cc3c3cc4c(C)cc(=O)oc4cc3c2cc1OC,CS(=O)C,370,519,0.056,,149,,45.1,0.83,1,0.072,0.647
COc1cc2c3cc(OC)c(OC)cc3c3cc4c(C)cc(=O)oc4cc3c2cc1OC,CO,364,556,0.02,,192,,55.4,0.608,0.904,0.605,0.545
COc1cc2c3cc(OC)c(OC)cc3c3cc4c(C)cc(=O)oc4cc3c2cc1OC,C(Cl)(Cl)Cl,368,491,0.08,20580,123,4.3134,39.1,0.783,0.614,0.047,0.071
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccncc2)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,CC1=CC=CC=C1,396,496,0.075,,100,,33.9,0.782,0.284,0,0.128
c1ccc(-c2cnc3nn4ccccc4c3n2)cc1,C1CCOC1,400,449,0.96,9990,49,3.9996,37.4,0.714,0.634,0,0.591
Cc1ccc(-c2nc(-c3cccc(O)c3)[nH]c2-c2ccc(C)cc2)cc1,CO,300,399,0.25,,99,,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C/C2=[N+](C)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,C(Cl)Cl,554,612,0.1,84000,58,4.9243,40.7,0.761,0.769,0.04,0.178
C(=C/c1ccc2ncnc(Nc3ccccc3)c2c1)\c1ccccc1,C(Cl)(Cl)Cl,341,455,0.02,21900,114,4.3404,39.1,0.783,0.614,0.047,0.071
NCc1ccc(-n2ncc(-c3ccc(F)cc3)n2)cc1,CO,305,351,0.51,,46,,55.4,0.608,0.904,0.605,0.545
NCc1cc(-c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(CN)c2)ccc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,C(Cl)Cl,428,541,0.37,,113,,40.7,0.761,0.769,0.04,0.178
NC/C(=C\c1cc2sc3cc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5nc(-c6ccccc6)c(-c6ccccc6)nc45)sc3c2s1)C(=O)O,CN(C)C=O,479,627,0.64,,148,,43.2,0.759,0.977,0.031,0.613
CCNc1ccc2c(-c3ccc(C(=O)O)cc3C(=O)O)c3cc/c(=[NH+]\CC)cc-3oc2c1,O,578,604,,17300,26,4.238,63.1,0.681,0.997,1.062,0.025
CC1=C(I)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,C(Cl)Cl,534,558,0.0245,50119,24,4.7,40.7,0.761,0.769,0.04,0.178
CCOC(=O)/C(=C/c1ccc(N2CCOCC2)cc1)n1nc2ccccc2n1,CO,372,505,,26880,133,4.4294,55.4,0.608,0.904,0.605,0.545
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2)cc1,CS(=O)C,433,551,0.01,,118,,45.1,0.83,1,0.072,0.647
Clc1ccc(-c2nc(-c3ccccc3)c(N(c3ccccc3)c3ccccc3)s2)cc1,C(Cl)(Cl)Cl,371,474,0.56,11300,103,4.0531,39.1,0.783,0.614,0.047,0.071
Brc1ccc(/C=C/N(c2ccccc2)c2ccccc2)cc1,CC1=CC=CC=C1,347,405,0.01,28820,58,4.4597,33.9,0.782,0.284,0,0.128
CC(C)(C)Nc1c(-c2ccc(-c3cc(=O)cc(-c4ccccc4)o3)cc2)nc2ccccn12,C(Cl)Cl,355,515,0.024,,160,,40.7,0.761,0.769,0.04,0.178
Oc1ccccc1/C=N/C1CCCCC1/N=C/c1ccccc1O,CC#N,400,435,0.069,2010,35,3.3032,45.6,0.645,0.974,0.044,0.286
Cc1ccc(-c2c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)n3c(c2-c2ccc(C)cc2)c(C=O)c2cc(Br)ccc23)cc1,CC#N,413,538,0.38,,125,,45.6,0.645,0.974,0.044,0.286
Cc1ccc(-c2c(-c3ccc(C)cc3)c(-c3ccc(C)cc3)n3c(c2-c2ccc(C)cc2)c(C=O)c2cc(Br)ccc23)cc1,CS(=O)C,413,536,0.57,,123,,45.1,0.83,1,0.072,0.647
c1ccc(CSc2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,C(Cl)Cl,598,619,0.79,82600,21,4.917,40.7,0.761,0.769,0.04,0.178
CCCCCCn1c2ccccc2c2cc(-c3ccc(-c4cc(-c5ccc(/C=C(\CN)C(=O)O)s5)c(-c5ccc(/C=C(\CN)C(=O)O)s5)s4)s3)ccc21,C1CCOC1,482,654,0.68,,172,,37.4,0.714,0.634,0,0.591
NC/C(=C\c1cc(-c2cccs2)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1cccs1)C(=O)O,C(Cl)Cl,425,626,0.68,,201,,40.7,0.761,0.769,0.04,0.178
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,CCO,373,434,1,35000,61,4.5441,51.9,0.633,0.783,0.4,0.658
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,CC#N,371,432,0.76,20000,61,4.301,45.6,0.645,0.974,0.044,0.286
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,CC1=CC=CC=C1,373,426,0.66,37000,53,4.5682,33.9,0.782,0.284,0,0.128
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,C1CCOC1,374,432,0.78,35000,58,4.5441,37.4,0.714,0.634,0,0.591
CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,CN(C)C=O,374,434,0.87,35000,60,4.5441,43.2,0.759,0.977,0.031,0.613
CCOC(=O)CCCn1c(C(=O)OC)c(C)c2c(=O)n3c(cc21)C(CC)=C(C)C3=O,CS(=O)C,397,481,0.86,,84,,45.1,0.83,1,0.072,0.647
CCOC(=O)CCCn1c(C(=O)OC)c(C)c2c(=O)n3c(cc21)C(CC)=C(C)C3=O,CO,397,499,0.76,,102,,55.4,0.608,0.904,0.605,0.545
CCOC(=O)CCCn1c(C(=O)OC)c(C)c2c(=O)n3c(cc21)C(CC)=C(C)C3=O,C(Cl)(Cl)Cl,398,456,0.8,,58,,39.1,0.783,0.614,0.047,0.071
CCCN1/C(=C/C=C(/C=C/C2=[N+](CCC)c3ccccc3C2(C)C)c2cc[n+](C)cc2)C(C)(C)c2ccccc21,CS(=O)C,637,657,0.12,,20,,45.1,0.83,1,0.072,0.647
CCCN1/C(=C/C=C(/C=C/C2=[N+](CCC)c3ccccc3C2(C)C)c2cc[n+](C)cc2)C(C)(C)c2ccccc21,O,626,658,0.02,,32,,63.1,0.681,0.997,1.062,0.025
CCCN1/C(=C/C=C(/C=C/C2=[N+](CCC)c3ccccc3C2(C)C)c2cc[n+](C)cc2)C(C)(C)c2ccccc21,CO,627,658,0.14,,31,,55.4,0.608,0.904,0.605,0.545
CCCCN(CCCC)c1ccc2c(c1)CCCCc1cc(C(F)(F)F)ccc1CCc1cc(c3cc1CCc1ccc(N(CCCC)CCCC)cc1CCCCc1cc(C(F)(F)F)ccc1CC3)CC2,C(Cl)Cl,477,558,0.25,48080,81,4.682,40.7,0.761,0.769,0.04,0.178
CCCCCCCCn1c(=O)c2cc3cc4cc5c(=O)n(CCCCCCCC)c(=O)c5cc4cc3cc2c1=O,C(Cl)(Cl)Cl,421,423,0.31,15000,2,4.1761,39.1,0.783,0.614,0.047,0.071
COc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,CCO,354,464,0.39,,110,,51.9,0.633,0.783,0.4,0.658
COc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,355,450,0.19,,95,,39.1,0.783,0.614,0.047,0.071
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CC1=CC=CC=C1,486,560,0.58,20580,74,4.3134,33.9,0.782,0.284,0,0.128
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,O,491,588,0.067,20370,97,4.309,63.1,0.681,0.997,1.062,0.025
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CO,482,552,0.062,20750,70,4.317,55.4,0.608,0.904,0.605,0.545
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,C(Cl)Cl,481,568,0.32,20790,87,4.3179,40.7,0.761,0.769,0.04,0.178
CCOC(=O)c1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,CS(=O)C,487,585,0.16,20530,98,4.3124,45.1,0.83,1,0.072,0.647
COc1c2ccccc2c(OC)c2c(CC[Si](C(C)C)(C(C)C)C(C)C)c3cc4ccccc4cc3c(CC[Si](C(C)C)(C(C)C)C(C)C)c12,C(Cl)Cl,686,712,0.12,14200,26,4.1523,40.7,0.761,0.769,0.04,0.178
CCCCCCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,CC1=CC=CC=C1,428,488,0.07,30600,60,4.4857,33.9,0.782,0.284,0,0.128
CCCCCCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C1CCOC1,428,495,0.05,32400,67,4.5105,37.4,0.714,0.634,0,0.591
CCCCCCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C(Cl)Cl,428,502,0.05,32400,74,4.5105,40.7,0.761,0.769,0.04,0.178
CC1=NN(c2cccc3ccccc23)[B-](F)(F)[n+]2ccccc21,C(Cl)Cl,432,538,0.07,,106,,40.7,0.761,0.769,0.04,0.178
CCCCCCN(CCCCCC)c1ccc(CCc2c(F)c(F)c(F)c(F)c2F)cc1,CO,357,464,0.0014,42800,107,4.6314,55.4,0.608,0.904,0.605,0.545
CCCCCCN(CCCCCC)c1ccc(CCc2c(F)c(F)c(F)c(F)c2F)cc1,C(Cl)Cl,363,502,0.026,,139,,40.7,0.761,0.769,0.04,0.178
COCCOCCOCCOCC(COCCOCCOCCOC)Oc1cc(/C=C/c2ccc(/C=C(\CN)c3ccccc3)cc2)c(OC(COCCOCCOCCOC)COCCOCCOCCOC)cc1/C=C/c1ccc(/C=C(\CN)c2ccccc2)cc1,C(Cl)Cl,433,539,0.72,,106,,40.7,0.761,0.769,0.04,0.178
COc1ccn2c3c(c(-c4ccccc4OC)c2c1)CN(C(C)CO)C3=O,C(Cl)Cl,323,465,0.26,,142,,40.7,0.761,0.769,0.04,0.178
CCC1(CC)c2ccccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2ccccc2-1,C1CCOC1,356,392,0.49,29000,36,4.4624,37.4,0.714,0.634,0,0.591
COc1cc2c(cc1OC)C1=C[C@H](c3ccc(Cl)cc3)C3(C(CN)=C(CN)N1CC2)c1ccccc1-c1ccccc13,C(Cl)Cl,314,405,0.00044,8913,91,3.95,40.7,0.761,0.769,0.04,0.178
CC(C)(C)OC(=O)NCCCN1Cc2c(-c3ccccc3)c3ccc4occc4n3c2C1=O,C(Cl)Cl,372,456,0.71,26880,84,4.4294,40.7,0.761,0.769,0.04,0.178
COc1ccc(N2C(=O)c3ccccc3NC2C(C)(C)C)cc1,CO,355,444,,4014,89,3.6036,55.4,0.608,0.904,0.605,0.545
COc1ccc(N2C(=O)c3ccccc3NC2C(C)(C)C)cc1,C(Cl)(Cl)Cl,344,410,,4820,66,3.683,39.1,0.783,0.614,0.047,0.071
COc1ccc(N2C(=O)c3ccccc3NC2C(C)(C)C)cc1,CC#N,348,413,,3300,65,3.5185,45.6,0.645,0.974,0.044,0.286
COc1ccc(N2C(=O)c3ccccc3NC2C(C)(C)C)cc1,C1CCCCC1,342,400,,3600,58,3.5563,30.9,0.683,0,0,0.073
CC(=O)c1ccc(-c2cccc3cnc(-c4ccccc4)n23)cc1,C(Cl)Cl,358,506,0.43,27930,148,4.4461,40.7,0.761,0.769,0.04,0.178
COc1ccc(-c2oc3cc4c(c5cccc(c2-c2ccc(OC)cc2)c35)=NC(CN)C(CN)N=4)cc1,C(Cl)Cl,511,632,0.22,,121,,40.7,0.761,0.769,0.04,0.178
COC(=O)/C=C/C=C/C1=[N+]2C(=C(c3c(C)cc(C)cc3C)c3ccc(/C=C/C=C/C(=O)OC)n3[B-]2(F)F)C=C1,C(Cl)Cl,641,651,0.53,143000,10,5.1553,40.7,0.761,0.769,0.04,0.178
CC(=O)Nc1ccc(C2=N/C(=C\c3ccc(CN)cc3)C(=O)O2)cc1,C1COCCO1,389,461,0.54,33000,72,4.5185,36,0.737,0.312,0,0.444
CCCCCCc1cc(-c2ccc3c(c2)Sc2cc(-c4cc(CCCCCC)c(/C=C(\CN)C(=O)O)s4)ccc2N3C[C@@H](CC)CCCC)sc1/C=C(/CN)C(=O)O,C1CCOC1,475,648,0.68,,173,,37.4,0.714,0.634,0,0.591
COC(=O)c1ccn2c3c(c(-c4ccc(CN)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,C(Cl)Cl,394,487,0.99,,93,,40.7,0.761,0.769,0.04,0.178
CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(-c3ccc4c(c3)N(CCCC)c3cc(/C=C(\CN)C(=O)O)ccc3S4)cc2)S1,C1CCOC1,450,634,0.73,,184,,37.4,0.714,0.634,0,0.591
C[P+](c1ccccc1)(c1ccccc1)c1ccc(CCc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc12,C(Cl)Cl,438,626,0.81,,188,,40.7,0.761,0.769,0.04,0.178
CCN(CCCS(=O)(=O)[O-])c1ccc2c(C(C)(C)C)cc(/C=C/C=C3/N(CCC[SH](=O)([O-])O)c4ccc(S(=O)(=O)[O-])cc4C3(C)CCCC(=O)O)[o+]c2c1,CCO,692,709,,14450,17,4.1599,51.9,0.633,0.783,0.4,0.658
c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CC#N,403,465,0.4,19400,62,4.2878,45.6,0.645,0.974,0.044,0.286
c1ccc(-c2cc(-c3ccccc3)[o+]c(-c3ccccc3)c2)cc1,CCO,417,465,,23980,48,4.3798,51.9,0.633,0.783,0.4,0.658
Cc1ccc(-n2c(-c3ccccc3N)nc3c4ccccc4c4ccccc4c32)cc1,CC1=CC=CC=C1,311,396,0.173,,85,,33.9,0.782,0.284,0,0.128
c1cc2c3ccc[n+]4cccc(c5ccc[n+](c1)c25)c34,CC#N,422,442,,11220,20,4.05,45.6,0.645,0.974,0.044,0.286
c1cc2c3ccc[n+]4cccc(c5ccc[n+](c1)c25)c34,O,422,441,,11482,19,4.06,63.1,0.681,0.997,1.062,0.025
c1cc2c3ccc[n+]4cccc(c5ccc[n+](c1)c25)c34,CS(=O)C,432,443,,12023,11,4.08,45.1,0.83,1,0.072,0.647
O=c1ccc(-c2cccc(Cl)c2)nn1-c1cnc2ccccc2c1,CS(=O)C,304,458,0.064,,154,,45.1,0.83,1,0.072,0.647
CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CC(=O)C,525,553,0.16,49000,28,4.6902,42.2,0.651,0.907,0,0.475
CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CCO,529,555,0.2,53000,26,4.7243,51.9,0.633,0.783,0.4,0.658
CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CO,527,552,0.17,52000,25,4.716,55.4,0.608,0.904,0.605,0.545
CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,542,551,0.26,76000,9,4.8808,30.9,0.683,0,0,0.073
CCC1=C(C)C2=Cc3cc(I)c(I)n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C,528,552,0.19,54000,24,4.7324,38.1,0.656,0.603,0,0.542
CC(C)(C)c1cc2c(-c3ccc(C(F)(F)F)cc3)c(-c3ccc(C(F)(F)F)cc3)c3cccc4c(-c5ccc(C(F)(F)F)cc5)c(-c5ccc(C(F)(F)F)cc5)c(c1)[n+]2c34,C(Cl)Cl,351,464,0.28,28490,113,4.4547,40.7,0.761,0.769,0.04,0.178
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,360,417,0.76,,57,,31,0.616,0,0,0.056
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(=O)C,382,478,0.61,,96,,38.1,0.656,0.603,0,0.542
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,385,485,0.56,,100,,45.6,0.645,0.974,0.044,0.286
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(=O)C,388,485,0.53,,97,,42.2,0.651,0.907,0,0.475
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,394,500,0.47,,106,,51.9,0.633,0.783,0.4,0.658
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,361,415,0.75,,54,,31,0.616,0,0,0.056
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC1=CC=CC=C1,364,417,0.77,,53,,33.9,0.782,0.284,0,0.128
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,364,417,0.74,,53,,30.9,0.683,0,0,0.073
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,392,500,0.46,,108,,55.4,0.608,0.904,0.605,0.545
CCCCn1c2cc(-c3ccc(-c4cccc(C=O)c4)s3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)Cl,393,486,,25450,93,4.4057,40.7,0.761,0.769,0.04,0.178
CC[N+]1=c2cc3c(cc2CC1)=Cc1ccc(N(C)C)cc1C3(C)C,CCO,617,641,0.77,16210,24,4.2098,51.9,0.633,0.783,0.4,0.658
CC(=O)c1cccn2c3c(c(-c4ccc(Br)cc4)c12)CN(CCNC(=O)OC(C)(C)C)C3=O,C(Cl)Cl,387,500,0.01,25840,113,4.4123,40.7,0.761,0.769,0.04,0.178
CC1=N/C(=C\c2ccc(CN)c(N(C)C)c2)C(=O)N1C,CCCCCC,362,496,0.41,,134,,31,0.616,0,0,0.056
CC1=N/C(=C\c2ccc(CN)c(N(C)C)c2)C(=O)N1C,C1CCOC1,368,568,0.07,,200,,37.4,0.714,0.634,0,0.591
CC1=N/C(=C\c2ccc(CN)c(N(C)C)c2)C(=O)N1C,CC#N,369,592,0.02,,223,,45.6,0.645,0.974,0.044,0.286
